user,artist,sex,country
67,red hot chili peppers,f,United States
67,my bloody valentine,f,United States
67,nirvana,f,United States
67,the jesus and mary chain,f,United States
67,buzzcocks,f,United States
67,lcd soundsystem,f,United States
67,the new pornographers,f,United States
67,sublime,f,United States
67,sonic youth,f,United States
67,sufjan stevens,f,United States
67,beastie boys,f,United States
67,creedence clearwater revival,f,United States
69,ghostface,m,United States
69,explosions in the sky,m,United States
69,nas,m,United States
69,deerhoof,m,United States
69,a tribe called quest,m,United States
69,sigur rós,m,United States
69,mf doom,m,United States
69,cocorosie,m,United States
69,broken social scene,m,United States
69,mogwai,m,United States
69,sufjan stevens,m,United States
69,the blood brothers,m,United States
69,joanna newsom,m,United States
69,m83,m,United States
69,gang starr,m,United States
69,mos def,m,United States
69,the notwist,m,United States
69,thursday,m,United States
69,cursive,m,United States
69,boards of canada,m,United States
69,regina spektor,m,United States
69,de la soul,m,United States
69,isis,m,United States
69,cat power,m,United States
69,talib kweli,m,United States
69,the faint,m,United States
69,dashboard confessional,m,United States
69,interpol,m,United States
70,era,m,Mexico
70,avril lavigne,m,Mexico
70,linkin park,m,Mexico
70,hilary duff,m,Mexico
70,the cardigans,m,Mexico
70,the fray,m,Mexico
70,the corrs,m,Mexico
70,lifehouse,m,Mexico
70,paramore,m,Mexico
70,the rasmus,m,Mexico
70,goo goo dolls,m,Mexico
70,snow patrol,m,Mexico
70,the all-american rejects,m,Mexico
70,3 doors down,m,Mexico
70,avenged sevenfold,m,Mexico
70,staind,m,Mexico
70,bon jovi,m,Mexico
70,kt tunstall,m,Mexico
70,u2,m,Mexico
70,pink,m,Mexico
70,coldplay,m,Mexico
70,bryan adams,m,Mexico
70,him,m,Mexico
70,madonna,m,Mexico
70,muse,m,Mexico
70,the cranberries,m,Mexico
70,tenacious d,m,Mexico
70,t.a.t.u.,m,Mexico
70,simple plan,m,Mexico
70,keane,m,Mexico
70,aerosmith,m,Mexico
70,hammerfall,m,Mexico
70,green day,m,Mexico
71,joy division,f,Canada
71,the smiths,f,Canada
71,animal collective,f,Canada
71,air,f,Canada
71,bon iver,f,Canada
71,spoon,f,Canada
71,sufjan stevens,f,Canada
71,radiohead,f,Canada
71,arcade fire,f,Canada
71,josé gonzález,f,Canada
71,belle and sebastian,f,Canada
71,cocorosie,f,Canada
71,bob dylan,f,Canada
71,my bloody valentine,f,Canada
71,the beatles,f,Canada
71,sigur rós,f,Canada
71,the cure,f,Canada
71,johnny cash,f,Canada
71,nouvelle vague,f,Canada
71,of montreal,f,Canada
73,groove armada,m,Estonia
73,nightmares on wax,m,Estonia
73,emilíana torrini,m,Estonia
73,de-phazz,m,Estonia
73,mr. scruff,m,Estonia
73,tosca,m,Estonia
73,koop,m,Estonia
74,in extremo,m,Spain
74,nine inch nails,m,Spain
74,billy talent,m,Spain
74,panic! at the disco,m,Spain
74,the ataris,m,Spain
74,hoobastank,m,Spain
74,disturbed,m,Spain
74,kasabian,m,Spain
74,the used,m,Spain
74,dragonforce,m,Spain
74,muse,m,Spain
74,bloc party,m,Spain
74,the sounds,m,Spain
74,nickelback,m,Spain
74,sirenia,m,Spain
74,she wants revenge,m,Spain
74,nightwish,m,Spain
74,lagwagon,m,Spain
74,the strokes,m,Spain
74,him,m,Spain
74,korpiklaani,m,Spain
75,rise against,m,Germany
75,linkin park,m,Germany
75,benny benassi,m,Germany
75,paramore,m,Germany
75,atb,m,Germany
75,alexisonfire,m,Germany
75,scooter,m,Germany
75,caliban,m,Germany
75,clueso,m,Germany
75,breaking benjamin,m,Germany
75,flyleaf,m,Germany
75,30 seconds to mars,m,Germany
75,daft punk,m,Germany
75,billy talent,m,Germany
76,andrew bird,m,Portugal
76,beirut,m,Portugal
76,eagles of death metal,m,Portugal
76,the black keys,m,Portugal
76,sufjan stevens,m,Portugal
76,the white stripes,m,Portugal
76,ani difranco,m,Portugal
76,architecture in helsinki,m,Portugal
76,final fantasy,m,Portugal
76,the national,m,Portugal
76,pj harvey,m,Portugal
76,bat for lashes,m,Portugal
76,feist,m,Portugal
76,lamb,m,Portugal
76,kate nash,m,Portugal
76,camera obscura,m,Portugal
76,joanna newsom,m,Portugal
76,kings of convenience,m,Portugal
76,nine inch nails,m,Portugal
76,broken social scene,m,Portugal
76,the dresden dolls,m,Portugal
76,tv on the radio,m,Portugal
76,arcade fire,m,Portugal
76,clap your hands say yeah,m,Portugal
76,of montreal,m,Portugal
76,animal collective,m,Portugal
77,finntroll,m,Uruguay
77,alice in chains,m,Uruguay
77,korpiklaani,m,Uruguay
77,fear factory,m,Uruguay
77,[unknown],m,Uruguay
77,rammstein,m,Uruguay
77,cannibal corpse,m,Uruguay
77,behemoth,m,Uruguay
77,immortal,m,Uruguay
77,pantera,m,Uruguay
77,bloodbath,m,Uruguay
77,the beach boys,m,Uruguay
79,finntroll,f,Lithuania
79,haggard,f,Lithuania
79,bloodbath,f,Lithuania
79,lacrimosa,f,Lithuania
79,satyricon,f,Lithuania
79,epica,f,Lithuania
79,ensiferum,f,Lithuania
79,the dresden dolls,f,Lithuania
79,eluveitie,f,Lithuania
79,john williams,f,Lithuania
79,apocalyptica,f,Lithuania
79,amorphis,f,Lithuania
79,korpiklaani,f,Lithuania
79,marilyn manson,f,Lithuania
79,arch enemy,f,Lithuania
79,hans zimmer,f,Lithuania
79,cannibal corpse,f,Lithuania
79,him,f,Lithuania
79,nile,f,Lithuania
79,misfits,f,Lithuania
79,sentenced,f,Lithuania
80,senses fail,m,Czech Republic
80,bullet for my valentine,m,Czech Republic
80,bowling for soup,m,Czech Republic
80,millencolin,m,Czech Republic
80,story of the year,m,Czech Republic
80,good charlotte,m,Czech Republic
80,anberlin,m,Czech Republic
80,alkaline trio,m,Czech Republic
80,simple plan,m,Czech Republic
80,the offspring,m,Czech Republic
80,goldfinger,m,Czech Republic
80,green day,m,Czech Republic
80,pennywise,m,Czech Republic
80,sum 41,m,Czech Republic
80,3 doors down,m,Czech Republic
80,p.o.d.,m,Czech Republic
80,coldplay,m,Czech Republic
80,nirvana,m,Czech Republic
80,nofx,m,Czech Republic
80,blink-182,m,Czech Republic
80,guns n roses,m,Czech Republic
80,44,m,Czech Republic
80,sugarcult,m,Czech Republic
80,hoobastank,m,Czech Republic
80,disturbed,m,Czech Republic
80,u2,m,Czech Republic
80,30 seconds to mars,m,Czech Republic
80,bad religion,m,Czech Republic
81,therion,f,France
81,muse,f,France
81,nightwish,f,France
81,dream theater,f,France
81,loreena mckennitt,f,France
81,era,f,France
81,in flames,f,France
82,p.o.d.,m,Russian Federation
82,chimaira,m,Russian Federation
82,arch enemy,m,Russian Federation
82,scar symmetry,m,Russian Federation
82,slipknot,m,Russian Federation
82,red hot chili peppers,m,Russian Federation
82,soilwork,m,Russian Federation
82,soulfly,m,Russian Federation
82,lamb of god,m,Russian Federation
82,judas priest,m,Russian Federation
82,megadeth,m,Russian Federation
82,trivium,m,Russian Federation
82,devildriver,m,Russian Federation
82,coldplay,m,Russian Federation
82,sonic syndicate,m,Russian Federation
82,gamma ray,m,Russian Federation
82,helloween,m,Russian Federation
82,sepultura,m,Russian Federation
82,edguy,m,Russian Federation
82,nightwish,m,Russian Federation
82,koЯn,m,Russian Federation
82,machine head,m,Russian Federation
82,eagles,m,Russian Federation
82,lordi,m,Russian Federation
83,black eyed peas,m,Poland
83,dido,m,Poland
83,nelly furtado,m,Poland
84,queen,m,Russian Federation
84,radiohead,m,Russian Federation
84,the beatles,m,Russian Federation
84,louis armstrong,m,Russian Federation
84,electric light orchestra,m,Russian Federation
84,vangelis,m,Russian Federation
84,david bowie,m,Russian Federation
84,led zeppelin,m,Russian Federation
84,hans zimmer,m,Russian Federation
84,ennio morricone,m,Russian Federation
84,franz ferdinand,m,Russian Federation
84,deep purple,m,Russian Federation
84,akira yamaoka,m,Russian Federation
84,apocalyptica,m,Russian Federation
84,muse,m,Russian Federation
84,björk,m,Russian Federation
84,charlie parker,m,Russian Federation
84,clint mansell,m,Russian Federation
85,coheed and cambria,m,Sweden
85,infected mushroom,m,Sweden
85,in flames,m,Sweden
85,36 crazyfists,m,Sweden
85,underoath,m,Sweden
85,staind,m,Sweden
85,jedi mind tricks,m,Sweden
85,caliban,m,Sweden
85,muse,m,Sweden
85,rise against,m,Sweden
85,deftones,m,Sweden
85,linkin park,m,Sweden
85,system of a down,m,Sweden
85,the used,m,Sweden
85,fort minor,m,Sweden
85,30 seconds to mars,m,Sweden
85,the mars volta,m,Sweden
85,tool,m,Sweden
85,kings of leon,m,Sweden
85,all that remains,m,Sweden
85,damian marley,m,Sweden
85,breaking benjamin,m,Sweden
85,blink-182,m,Sweden
85,cypress hill,m,Sweden
85,sonic syndicate,m,Sweden
85,devildriver,m,Sweden
85,papa roach,m,Sweden
85,soilwork,m,Sweden
85,limp bizkit,m,Sweden
85,slipknot,m,Sweden
85,ill niño,m,Sweden
85,koЯn,m,Sweden
86,anathema,f,Spain
86,porcupine tree,f,Spain
86,agalloch,f,Spain
88,loreena mckennitt,m,Turkey
88,enya,m,Turkey
88,peter gabriel,m,Turkey
88,the beatles,m,Turkey
89,radiohead,f,Argentina
89,nine inch nails,f,Argentina
89,tortoise,f,Argentina
89,porcupine tree,f,Argentina
91,vangelis,m,United States
91,kraftwerk,m,United States
91,the beach boys,m,United States
91,enigma,m,United States
91,sade,m,United States
92,armin van buuren,m,Ukraine
92,nickelback,m,Ukraine
92,depeche mode,m,Ukraine
92,enigma,m,Ukraine
92,kosheen,m,Ukraine
92,atb,m,Ukraine
92,fort minor,m,Ukraine
92,infected mushroom,m,Ukraine
92,tarja turunen,m,Ukraine
92,backstreet boys,m,Ukraine
92,era,m,Ukraine
92,nelly furtado,m,Ukraine
92,sting,m,Ukraine
92,a-ha,m,Ukraine
92,3 doors down,m,Ukraine
92,enrique iglesias,m,Ukraine
92,muse,m,Ukraine
92,apocalyptica,m,Ukraine
92,paul oakenfold,m,Ukraine
92,rihanna,m,Ukraine
92,scorpions,m,Ukraine
92,avril lavigne,m,Ukraine
92,epica,m,Ukraine
92,kylie minogue,m,Ukraine
92,the pussycat dolls,m,Ukraine
95,metric,m,Austria
95,the dandy warhols,m,Austria
95,ratatat,m,Austria
95,the postal service,m,Austria
95,death from above 1979,m,Austria
95,elbow,m,Austria
95,pink floyd,m,Austria
95,mogwai,m,Austria
95,bonobo,m,Austria
95,the brian jonestown massacre,m,Austria
95,portishead,m,Austria
95,björk,m,Austria
95,lou reed,m,Austria
95,tosca,m,Austria
95,tricky,m,Austria
95,supergrass,m,Austria
95,the beatles,m,Austria
95,santogold,m,Austria
95,animal collective,m,Austria
95,yann tiersen,m,Austria
95,jet,m,Austria
95,parov stelar,m,Austria
95,sneaker pimps,m,Austria
96,the beatles,m,Lithuania
96,jimi hendrix,m,Lithuania
96,frank sinatra,m,Lithuania
96,bob marley & the wailers,m,Lithuania
96,bob marley,m,Lithuania
97,animal collective,m,United States
97,philip glass,m,United States
97,queens of the stone age,m,United States
97,devendra banhart,m,United States
97,the rolling stones,m,United States
97,the brian jonestown massacre,m,United States
97,t. rex,m,United States
97,dinosaur jr.,m,United States
97,bob dylan,m,United States
97,sonic youth,m,United States
97,misfits,m,United States
97,the beatles,m,United States
97,the kinks,m,United States
97,johnny cash,m,United States
97,radiohead,m,United States
97,pixies,m,United States
97,the black keys,m,United States
97,tom waits,m,United States
97,ramones,m,United States
97,joy division,m,United States
97,patrick wolf,m,United States
97,the cure,m,United States
97,captain beefheart & his magic band,m,United States
97,mirah,m,United States
97,talking heads,m,United States
97,iggy pop,m,United States
97,the raveonettes,m,United States
97,creedence clearwater revival,m,United States
97,the flaming lips,m,United States
97,armin van buuren,m,United States
97,black rebel motorcycle club,m,United States
97,modest mouse,m,United States
97,the velvet underground,m,United States
97,david bowie,m,United States
97,the smashing pumpkins,m,United States
97,nick cave and the bad seeds,m,United States
97,marilyn manson,m,United States
97,nirvana,m,United States
97,antony and the johnsons,m,United States
97,r.e.m.,m,United States
98,digitalism,m,Slovakia
98,hot chip,m,Slovakia
98,justice,m,Slovakia
98,chromeo,m,Slovakia
98,crystal castles,m,Slovakia
98,cansei de ser sexy,m,Slovakia
98,lykke li,m,Slovakia
98,simian mobile disco,m,Slovakia
98,late of the pier,m,Slovakia
98,the kills,m,Slovakia
98,klaxons,m,Slovakia
98,santogold,m,Slovakia
98,boys noize,m,Slovakia
98,phoenix,m,Slovakia
98,mgmt,m,Slovakia
98,architecture in helsinki,m,Slovakia
98,m.i.a.,m,Slovakia
98,the whitest boy alive,m,Slovakia
98,justin timberlake,m,Slovakia
98,daft punk,m,Slovakia
98,feist,m,Slovakia
99,guided by voices,f,United States
99,andrew bird,f,United States
99,the national,f,United States
99,iron & wine,f,United States
101,metallica,m,Sweden
101,ramones,m,Sweden
101,bob dylan,m,Sweden
101,neil young,m,Sweden
101,u2,m,Sweden
101,the clash,m,Sweden
101,judas priest,m,Sweden
101,slipknot,m,Sweden
101,pink floyd,m,Sweden
101,the offspring,m,Sweden
101,the beatles,m,Sweden
101,håkan hellström,m,Sweden
101,turbonegro,m,Sweden
101,system of a down,m,Sweden
101,misfits,m,Sweden
103,ac/dc,m,United States
103,slowdive,m,United States
103,the smiths,m,United States
103,minor threat,m,United States
103,jimmy eat world,m,United States
103,turbonegro,m,United States
103,bad brains,m,United States
103,foo fighters,m,United States
103,the hives,m,United States
106,t.i.,f,Sweden
106,john legend,f,Sweden
106,stevie wonder,f,Sweden
106,alicia keys,f,Sweden
106,craig david,f,Sweden
106,james morrison,f,Sweden
106,chris brown,f,Sweden
106,ne-yo,f,Sweden
106,john mayer,f,Sweden
106,chamillionaire,f,Sweden
106,mariah carey,f,Sweden
106,maroon 5,f,Sweden
106,50 cent,f,Sweden
106,lil wayne,f,Sweden
106,akon,f,Sweden
106,gavin degraw,f,Sweden
106,rihanna,f,Sweden
106,usher,f,Sweden
109,nickelback,m,Czech Republic
109,green day,m,Czech Republic
109,2pac,m,Czech Republic
109,pet shop boys,m,Czech Republic
109,pendulum,m,Czech Republic
109,dmx,m,Czech Republic
109,eminem,m,Czech Republic
109,soulfly,m,Czech Republic
109,mobb deep,m,Czech Republic
109,sepultura,m,Czech Republic
109,deathstars,m,Czech Republic
109,moonspell,m,Czech Republic
110,atmosphere,m,Sweden
110,wu-tang clan,m,Sweden
110,notorious b.i.g.,m,Sweden
110,dj shadow,m,Sweden
110,mf doom,m,Sweden
110,a tribe called quest,m,Sweden
110,the roots,m,Sweden
110,massive attack,m,Sweden
110,bonobo,m,Sweden
110,aesop rock,m,Sweden
110,nas,m,Sweden
110,bob marley & the wailers,m,Sweden
110,burial,m,Sweden
110,gentleman,m,Sweden
110,madlib,m,Sweden
110,ratatat,m,Sweden
110,j dilla,m,Sweden
110,the jimi hendrix experience,m,Sweden
110,gang starr,m,Sweden
110,amon tobin,m,Sweden
110,cunninlynguists,m,Sweden
110,public enemy,m,Sweden
110,ghostface,m,Sweden
110,roots manuva,m,Sweden
110,de la soul,m,Sweden
110,jedi mind tricks,m,Sweden
110,jurassic 5,m,Sweden
110,rjd2,m,Sweden
110,talib kweli,m,Sweden
110,the cinematic orchestra,m,Sweden
110,aphex twin,m,Sweden
110,mobb deep,m,Sweden
110,mos def,m,Sweden
110,2pac,m,Sweden
112,frank zappa,m,France
112,cat power,m,France
112,johnny cash,m,France
112,simon & garfunkel,m,France
112,ennio morricone,m,France
112,the beatles,m,France
112,tom waits,m,France
112,serge gainsbourg,m,France
112,dead kennedys,m,France
112,the who,m,France
112,john lennon,m,France
112,elvis presley,m,France
112,portishead,m,France
112,venetian snares,m,France
113,flogging molly,m,Poland
113,rammstein,m,Poland
113,nine inch nails,m,Poland
113,boards of canada,m,Poland
113,johnny cash,m,Poland
113,emilie autumn,m,Poland
113,nouvelle vague,m,Poland
113,the offspring,m,Poland
113,the white stripes,m,Poland
113,rage against the machine,m,Poland
113,the prodigy,m,Poland
113,marilyn manson,m,Poland
113,tool,m,Poland
113,cypress hill,m,Poland
113,guano apes,m,Poland
113,shpongle,m,Poland
113,depeche mode,m,Poland
113,primus,m,Poland
113,electric six,m,Poland
113,muse,m,Poland
113,dropkick murphys,m,Poland
113,a perfect circle,m,Poland
114,blonde redhead,f,United Kingdom
114,beirut,f,United Kingdom
114,the sisters of mercy,f,United Kingdom
114,gotan project,f,United Kingdom
114,four tet,f,United Kingdom
114,the velvet underground,f,United Kingdom
114,clap your hands say yeah,f,United Kingdom
114,boards of canada,f,United Kingdom
114,the jesus and mary chain,f,United Kingdom
116,cunninlynguists,m,Lithuania
116,ferry corsten,m,Lithuania
116,2pac,m,Lithuania
116,gnarls barkley,m,Lithuania
116,atb,m,Lithuania
116,faithless,m,Lithuania
116,david guetta,m,Lithuania
116,koЯn,m,Lithuania
116,paul van dyk,m,Lithuania
116,talib kweli,m,Lithuania
116,dmx,m,Lithuania
116,the game,m,Lithuania
116,depeche mode,m,Lithuania
116,justin timberlake,m,Lithuania
116,calvin harris,m,Lithuania
116,system of a down,m,Lithuania
116,robbie williams,m,Lithuania
116,notorious b.i.g.,m,Lithuania
116,snoop dogg,m,Lithuania
116,john legend,m,Lithuania
116,armin van buuren,m,Lithuania
116,dr. dre,m,Lithuania
116,jay-z,m,Lithuania
116,red hot chili peppers,m,Lithuania
116,limp bizkit,m,Lithuania
116,nickelback,m,Lithuania
116,groove armada,m,Lithuania
116,moby,m,Lithuania
116,the roots,m,Lithuania
116,t.i.,m,Lithuania
117,dream theater,m,United Kingdom
117,nine inch nails,m,United Kingdom
117,the prodigy,m,United Kingdom
117,pink floyd,m,United Kingdom
117,the rolling stones,m,United Kingdom
117,pendulum,m,United Kingdom
117,red hot chili peppers,m,United Kingdom
117,miles davis,m,United Kingdom
117,motörhead,m,United Kingdom
